Site Name,Device Hostname,Device Description,Software,Version
San Ysidro Ranch,SYRWS_45,SYRWS_45,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft Visual C++ 2015 Redistributable (x64) - 14.0.24212,14.0.24212.0
San Ysidro Ranch,SYRWS_43,SYRWS_43,Npcap OEM,1.71
San Ysidro Ranch,SYRWS_43,SYRWS_43,Realtek Audio Driver,6.0.9376.1
San Ysidro Ranch,SYRWS_43,SYRWS_43,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS_43,SYRWS_43,Update for Windows 10 for x64-based Systems (KB5001716),4.91.0.0
San Ysidro Ranch,SYRWS_43,SYRWS_43,Velixo 7.0.951.63966,7.0.951.63966
San Ysidro Ranch,SYRWS_43,SYRWS_43,Zoom Workplace,6.4.6 (64360)
San Ysidro Ranch,SYRWS_43,SYRWS_43,Zoom(64bit),5.12.9281
San Ysidro Ranch,SYRWS_17,SYRWS_17,Adobe Acrobat,25.001.20474
San Ysidro Ranch,SYRWS_17,SYRWS_17,Adobe Acrobat Reader,23.006.20380
San Ysidro Ranch,SYRWS_17,SYRWS_17,Adobe Creative Cloud,6.6.0.611
San Ysidro Ranch,SYRWS_17,SYRWS_17,Adobe Genuine Service,8.6.0.79
San Ysidro Ranch,SYRWS_17,SYRWS_17,Advanced Monitoring Agent Network Management,44.1.1.5
San Ysidro Ranch,SYRWS_17,SYRWS_17,Cisco Webex Meetings,43.6.3.8
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYR-LobbyMac.local,SYR Lobby Mac,Live Captions,1
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS_45,SYRWS_45,Shift Browser 139.1.3,139.1.3
San Ysidro Ranch,SYRWS_45,SYRWS_45,Splashtop Streamer,3.7.4.3
San Ysidro Ranch,SYRWS_45,SYRWS_45,Teams Machine-Wide Installer,1.7.0.13456
San Ysidro Ranch,SYRWS_45,SYRWS_45,Thinkpad USB Ethernet Adapter Driver,11.16.0829.2024
San Ysidro Ranch,SYRWS_45,SYRWS_45,UDCCLauncherService,1.0.0842
San Ysidro Ranch,SYRWS_45,SYRWS_45,Webex,43.2.0.25211
San Ysidro Ranch,SYRWS_45,SYRWS_45,Xerox Desktop Print Experience 8.5,8.158.0.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Xerox Scanner Management Utility,7.7.16.0
San Ysidro Ranch,SYRWS_45,SYRWS_45,Zoom Workplace (64-bit),6.7.24657
San Ysidro Ranch,SYRWS_43,SYRWS_43,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYRWS_43,SYRWS_43,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS_43,SYRWS_43,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS_43,SYRWS_43,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYRWS_43,SYRWS_43,Lenovo Vantage Service,4.0.52.0
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft 365 Apps for business - en-us,16.0.19426.20170
San Ysidro Ranch,SYRWS_43,SYRWS_43,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Datto Windows Agent,2.0.12.0
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Malwarebytes version 5.4.4.225,5.4.4.225
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Intel(R) Wireless Bluetooth(R),21.50.0.1
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Intel(R) Processor Graphics,26.20.100.7262
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Intel(R) Management Engine Components,2229.3.16.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Intel(R) Chipset Device Software,10.1.17861.8101
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Google Chrome,143.0.7499.170
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,FonePaw iOS Transfer 3.5.0,3.5.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Dell SupportAssist OS Recovery Plugin for Dell Update,5.5.5.16206
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Dell SupportAssist,3.5.0.448
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Dell Digital Delivery Services,5.6.3.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Dell Command | Update for Windows Universal,4.8.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Datto RMM,4.4.10516.10516
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,CCleaner,6.33
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft 365 - en-us,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Aplicaciones de Microsoft 365 para negocios - es-es,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft 365 - es-es,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft 365 Apps for business - en-us,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Splashtop Streamer,3.7.4.3
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Shift 122.2.0,122.2.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Sentinel Agent,24.2.471
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Realtek Audio Driver,6.0.9235.1
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Npcap OEM,1.71
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Mozilla Maintenance Service,146.0.1
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Mozilla Firefox (x64 en-US),146.0.1
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft Silverlight,5.1.50918.0
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft 365 Apps for business - fr-fr,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Microsoft 365 - fr-fr,16.0.19530.20074
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Cisco Webex Meetings,44.10.1
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,StorageCraft ShadowProtect SPX,6.7.2
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Sentinel Agent,25.1.334
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,PuTTY release 0.83 (64-bit),0.83.0.0
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Npcap,1.79
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Mozilla Maintenance Service,146.0.1
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Mozilla Firefox (x64 en-US),146.0.1
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.36.32532,14.36.32532.0
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33816,14.40.33816.0
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Teams,1.5.00.31168
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Microsoft Silverlight,5.1.50918.0
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,GoToAssist Customer 4.8.0.1702,4.8.0.1702
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Teams Machine-Wide Installer,1.3.0.30866
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,VMware Tools,12.3.5.22544099
San Ysidro Ranch,SYR-DC1,VM - Secondary DC,Wireshark 4.4.6 x64,4.4.6
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),VMware Tools,10.1.0.4449150
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Datto Windows Agent,3.0.18.20
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),ElavonBridge,2.4.5
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.30501,12.0.30501.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Datto RMM,4.4.2246.2246
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30156,14.29.30156.0
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),MySQL Installer,1.6.12.0
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),MySQL Server 8.0,8.0.40
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),MySQL Workbench 8.0 CE,8.0.40
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Opera IFC Controller,5.03.0041
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Oracle Hospitality Property Interface,8.16.1.0
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Oracle Payment Interface,20.4.0.0
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Sentinel Agent,24.2.471
San Ysidro Ranch,SYR-OPI-Cloud,PROD VM - OPI Server (Cloud),Microsoft Windows Desktop Runtime - 8.0.6 (x86),8.0.6.33720
San Ysidro Ranch,FDManager,Spa Office - Salon &amp; Spa Staff,Zoom Workplace,6.6.6 (19875)
San Ysidro Ranch,SYRWS_17,SYRWS_17,Dell Command | Update for Windows 10,3.0.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Dell SupportAssist,3.5.0.448
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft OneNote - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS-74,SYRWS-74,Npcap OEM,1.71
San Ysidro Ranch,SYRWS-74,SYRWS-74,Realtek Audio Driver,6.0.9537.1
San Ysidro Ranch,SYRWS-74,SYRWS-74,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS-74,SYRWS-74,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,SYR_WS50,GSA,Update for Windows 10 for x64-based Systems (KB5001716),4.91.0.0
San Ysidro Ranch,SYR_WS50,GSA,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,SYR_WS50,GSA,Spell Check Anywhere,7.5
San Ysidro Ranch,SYR_WS50,GSA,Sentinel Agent,24.2.471
San Ysidro Ranch,SYR_WS50,GSA,Realtek Audio Driver,6.0.9376.1
San Ysidro Ranch,SYRWS-74,SYRWS-74,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYR_WS50,GSA,Npcap OEM,1.71
San Ysidro Ranch,SYRWS-74,SYRWS-74,Lenovo Vantage Service,4.3.96.0
San Ysidro Ranch,SYRWS-74,SYRWS-74,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Teams classic,1.7.00.27855
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161,9.0.30729.6161
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.36.32532,14.36.32532.0
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.36.32532,14.36.32532.0
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Mozilla Firefox (x64 en-US),146.0.1
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Mozilla Maintenance Service,146.0.1
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Npcap OEM,1.71
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Sentinel Agent,25.1.334
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Splashtop Streamer,3.7.4.3
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Teams Machine-Wide Installer,1.3.0.30866
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,VMware Tools,12.3.5.22544099
San Ysidro Ranch,SYRWS-74,SYRWS-74,Adobe Acrobat Reader,25.001.20997
San Ysidro Ranch,SYRWS-74,SYRWS-74,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS-74,SYRWS-74,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYR_WS50,GSA,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYR_WS50,GSA,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS-69,SYRWS-69,Lenovo Vantage Service,4.3.96.0
San Ysidro Ranch,SYRWS-69,SYRWS-69,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYRWS-69,SYRWS-69,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS-69,SYRWS-69,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,SYRWS-69,SYRWS-69,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS-69,SYRWS-69,Chrome Remote Desktop Host,143.0.7499.7
San Ysidro Ranch,SYRWS-69,SYRWS-69,Chrome Remote Desktop,1
San Ysidro Ranch,SYRWS-69,SYRWS-69,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYRWS-81,SYRWS-81,Adobe Acrobat (64-bit),25.001.20997
San Ysidro Ranch,SYRWS-81,SYRWS-81,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS-81,SYRWS-81,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS-81,SYRWS-81,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYRWS-81,SYRWS-81,Lenovo Vantage Service,4.3.96.0
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft OneDrive,25.224.1116.0003
San Ysidro Ranch,SYR_WS50,GSA,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft OneNote - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYR_WS50,GSA,Microsoft OneDrive,25.224.1116.0003
San Ysidro Ranch,SYR_WS50,GSA,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYR_WS50,GSA,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYR_WS50,GSA,Lenovo Vantage Service,3.4.16.0
San Ysidro Ranch,SYR_WS50,GSA,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYR_WS50,GSA,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYR_WS50,GSA,Foxit PDF Reader,2025.3.0.35737
San Ysidro Ranch,SYR_WS50,GSA,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYR_WS50,GSA,Adobe Acrobat Reader,23.006.20380
San Ysidro Ranch,SYRWS-69,SYRWS-69,Zoom Workplace,6.6.6 (19875)
San Ysidro Ranch,SYRWS-69,SYRWS-69,Teams Machine-Wide Installer,1.7.0.6058
San Ysidro Ranch,SYRWS-69,SYRWS-69,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS-69,SYRWS-69,Realtek Audio Driver,6.0.9537.1
San Ysidro Ranch,SYRWS-69,SYRWS-69,Npcap OEM,1.71
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS-69,SYRWS-69,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Datto Windows Agent,3.0.18.20
San Ysidro Ranch,SYR-DC2,VM - Domain  Server 2,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS-77,SYRWS-77,Sentinel Agent,24.2.471
San Ysidro Ranch,SYRWS_17,SYRWS_17,Java 8 Update 341,8.0.3410.10
San Ysidro Ranch,SYRWS_17,SYRWS_17,Managed Antivirus Master Service,56.6.1.1
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft 365 Apps for business - en-us,16.0.18730.20122
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft ASP.NET MVC 2,2.0.60926.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Dynamics GP 2013,12.00.1753.000
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Edge,136.0.3240.50
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft FRx 6.7 Programmability Support,6.7.9038.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Lync 2010 SDK Runtime,4.0.7577.125
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft OneDrive,25.070.0413.0001
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Silverlight,5.1.50918.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft SQL Server 2008 Native Client,10.0.1600.22
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Teams Meeting Add-in for Microsoft Office,1.23.33413
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Update Health Tools,3.74.0.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2005 Redistributable,8.0.61001
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel® PROSet/Wireless Software,21.30.2
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219,10.0.40219
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel(R) Wireless Bluetooth(R),21.20.0.4
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel(R) Network Connections Drivers,22.9
San Ysidro Ranch,SYRWS_17,SYRWS_17,Dexterity Shared Components 12.0 (64-bit),12.00.0311.002
San Ysidro Ranch,SYRWS_17,SYRWS_17,File Cache Service Agent,2.13.0.5051
San Ysidro Ranch,SYRWS_17,SYRWS_17,FMAudit Deployer,1.1.2.47199
San Ysidro Ranch,SYRWS_17,SYRWS_17,FMAudit Onsite,3.7.4.20061
San Ysidro Ranch,SYRWS_17,SYRWS_17,FRx 6.7 Connection Manager for Microsoft Dynamics,6.7.700.1
San Ysidro Ranch,SYRWS_17,SYRWS_17,FRx 6.7 Supplemental Files,6.7.0.9329
San Ysidro Ranch,SYRWS_17,SYRWS_17,FRx Client,1.00.000
San Ysidro Ranch,SYRWS_17,SYRWS_17,Google Chrome,135.0.7049.115
San Ysidro Ranch,SYRWS_17,SYRWS_17,GoTo Opener,1.0.491
San Ysidro Ranch,SYRWS_17,SYRWS_17,GoTo Opener,1.0.564
San Ysidro Ranch,SYRWS_17,SYRWS_17,GoToMeeting 10.20.0.19992,10.20.0.19992
San Ysidro Ranch,SYRWS_17,SYRWS_17,HP JetAdvantage Management Connector,4.1.5188
San Ysidro Ranch,SYRWS_17,SYRWS_17,Integration Manager for Microsoft Dynamics GP 2013,12.00.1753.000
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel(R) Chipset Device Software,10.1.18019.8144
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel(R) Management Engine Components,1914.12.0.1255
San Ysidro Ranch,SYRWS_17,SYRWS_17,Intel(R) Rapid Storage Technology,15.9.1.1020
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2012 Redistributable (x64) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS-77,SYRWS-77,Datto RMM,4.4.10516.10516
San Ysidro Ranch,SYRWS-77,SYRWS-77,EMCClient,19.6.0.0
San Ysidro Ranch,SYRWS-77,SYRWS-77,FortiClient VPN,7.2.3.0929
San Ysidro Ranch,SYRWS-77,SYRWS-77,Google Chrome,143.0.7499.170
San Ysidro Ranch,SYRWS-77,SYRWS-77,Lenovo Vantage Service,4.3.96.0
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft 365 Apps for business - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Edge,143.0.3650.96
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft OneDrive,25.222.1112.0002
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft OneNote - en-us,16.0.19426.20218
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Teams Meeting Add-in for Microsoft Office,1.24.19202
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Update Health Tools,5.72.0.0
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
San Ysidro Ranch,SYRWS-77,SYRWS-77,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.30.30704,14.30.30704.0
San Ysidro Ranch,SYRWS-77,SYRWS-77,Npcap OEM,1.71
San Ysidro Ranch,SYRWS-77,SYRWS-77,Advanced Monitoring Agent Network Management,44.2.0.7
San Ysidro Ranch,SYRWS_17,SYRWS_17,Zoom(32bit),5.12.9281
San Ysidro Ranch,SYRWS_17,SYRWS_17,Windows PC Health Check,3.7.2204.15001
San Ysidro Ranch,SYRWS_17,SYRWS_17,Velixo for Excel and Acumatica 7.0.416.3533,7.0.416.3533
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40664,12.0.40664.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Microsoft Visual C++ 2015-2022 Redistributable (x86) - 14.40.33810,14.40.33810.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Npcap OEM,1.71
San Ysidro Ranch,SYRWS_17,SYRWS_17,Open XML SDK 2.0 for Microsoft Office,2.0.5022
San Ysidro Ranch,SYRWS_17,SYRWS_17,Patch Management Service Controller,2.13.0.5511
San Ysidro Ranch,SYRWS_17,SYRWS_17,PuTTY release 0.78 (64-bit),0.78.0.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Dell Digital Delivery Service,3.6.1005.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,PuTTY release 0.83 (64-bit),0.83.0.0
San Ysidro Ranch,SYRWS_17,SYRWS_17,Realtek High Definition Audio Driver,6.0.1.8555
San Ysidro Ranch,SYRWS_17,SYRWS_17,Request Handler Agent,2.13.0.5051
San Ysidro Ranch,SYRWS_17,SYRWS_17,ScanSnap Home,2.22.2.1
San Ysidro Ranch,SYRWS_17,SYRWS_17,Sentinel Agent,22.3.887
San Ysidro Ranch,SYRWS_17,SYRWS_17,Teams Machine-Wide Installer,1.3.0.30866
San Ysidro Ranch,SYRWS_17,SYRWS_17,Tekborn Security Essentials,7.9.7.336
